,student_name,student_id,major,period,grade,passed_subject,get_subject
1223,박태욱,2017035765,건축학과,5,3,"['EE206-01', 'SM102-00', 'FT4071-00', 'TK102-01', 'GEC1102-G31', 'CPE401-13', 'PM3024-00', 'GEC2001-G01', 'GED1860-G00', 'CPE101-08', 'EE342-00', 'CPE301-16']","[['IPE303-00', '10:30', '11:45'], ['GED1609-G01', '9:00', '11:45'], ['EDU2107-G01', '11:00', '12:50'], ['GED1664-G00', '15:00', '16:15'], ['GEC1105-G30', '13:30', '14:45']]"
1224,임민승,2011186875,건축학과,3,2,"['EDU3193-G00', 'GEN308-00', 'GEC1102-G29', 'BME316-00', 'BME412-03', 'ME305-02', 'AMTH1004-06', 'GEC1403-G16', 'ME379-01', 'EE202-04']","[['GEE1669-G00', '10:00', '11:50'], ['GED1465-G00', '12:00', '14:45'], ['GEC1104-G13', '12:00', '14:45'], ['GEC1403-G18', '10:30', '11:45'], ['GEB1101-G01', '9:00', '10:15']]"
1225,김하온,2021944509,건축학과,2,1,"['GEC1105-G47', 'GEC1102-G30', 'GEC1105-G17', 'APCH4603-00']","[['GEE1954-G01', '18:00', '20:25'], ['GEC2001-G17', '16:30', '17:45'], ['GEE1958-G00', '9:00', '10:15'], ['GEE1648-G00', '18:00', '19:50'], ['GED1909-G00', '15:00', '16:15']]"
1226,윤희원,2014033530,건축학과,3,2,"['PM2023-10', 'SWCON321-00', 'APCH1131-02', 'NE205-00', 'EE213-01', 'VID2002-01', 'GED1945-G01', 'GEB1301-G01']","[['GEC1403-G16', '9:00', '10:15'], ['GEC1403-G39', '18:00', '20:25'], ['GEC2001-G37', '12:00', '14:45'], ['GEC1104-G07', '15:00', '17:45'], ['GEC1102-G36', '10:30', '11:45'], ['GEC2001-G31', '15:00', '16:15']]"
1227,서성원,2013297365,건축학과,6,3,"['CHI203-00', 'FR3015-00', 'BME415-00', 'APHY1000-07', 'EE368-00', 'TC324-00', 'CSE204-03', 'AR111-05', 'FR4024-00', 'GEC1101-G02', 'TK102-02', 'CDG0264-00', 'ELC203-01', 'AR311-03', 'GEC1105-G13']","[['GEC1105-G24', '10:30', '11:45'], ['GED1435-G00', '10:30', '11:45'], ['GEC1102-G26', '15:00', '16:15'], ['GEE1642-G01', '15:00', '16:50'], ['GED1657-G00', '15:00', '17:45']]"
1228,서도현,2021519133,건축학과,2,1,"['GEC1403-G19', 'CE485-02', 'PM2023-05', 'AMTH1009-08', 'CSE405-00', 'FR2013-00']","[['GED1873-G00', '10:30', '11:45'], ['GED1206-G00', '15:00', '16:15'], ['GED1984-G00', '12:00', '13:15'], ['GED1103-G00', '12:00', '14:45'], ['GED1466-G00', '15:00', '16:15']]"
1229,박한솔,2014986913,건축학과,8,4,"['SWCON402-00', 'PM1019-12', 'AMIE400-00', 'KO2104-00', 'GEC1102-G01', 'CHE257-02', 'EE497-02', 'IS3516-00', 'GEC2001-G02', 'OMB204-00', 'SWCON314-00', 'GEE1343-G00', 'CHI201-01', 'GEC1104-G24', 'APCH2201-01', 'EE497-01', 'AE101-00', 'GEC1105-G33', 'HBT301-00', 'APHY1002-07']","[['GEC2001-G11', '13:30', '14:45'], ['GED1721-G00', '10:30', '11:45'], ['GEE1667-G00', '9:00', '10:50'], ['GEC1104-G34', '12:00', '14:45'], ['GEC1105-G32', '13:30', '14:45']]"
1230,장세진,2020223592,건축학과,3,2,"['GED1502-G00', 'FD101-04', 'PM4005-00', 'AMIE396-04', 'PM1019-12', 'PM3022-02', 'IS3516-00', 'FD111-04']","[['GED1223-G00', '15:00', '16:15'], ['GEB1301-G01', '12:00', '14:45'], ['GED1819-G00', '9:00', '11:45'], ['GEC1102-G35', '10:30', '11:45'], ['GEB1101-G02', '12:00', '13:15']]"
1231,윤나래,2016740730,건축학과,7,4,"['CE472-01', 'SC308-01', 'GI306-01', 'TK306-01', 'SM426-00', 'RU2101-00', 'ESP239-00', 'PM4025-03', 'AMTH1009-15', 'GED1329-G00', 'CHE232-04', 'SM301-00', 'GEE1960-G00', 'VID2008-00', 'CDG3268-00', 'FD111-03']","[['GED1325-G00', '13:00', '15:45'], ['GEC1102-G24', '15:00', '16:15'], ['GED1541-G00', '15:00', '16:15'], ['GEC1105-G16', '15:00', '16:15'], ['GED1955-G00', '15:00', '17:45'], ['GEC1102-G02', '12:00', '14:45']]"
1232,박명준,2012365556,건축학과,4,2,"['GEC1102-G28', 'FSB241-00', 'PM3027-00', 'ESP334-00', 'GE2001-00', 'FD109-00', 'GED1508-G00', 'AR211-01', 'EE497-15', 'GED1734-G00', 'GEC1105-G07', 'PM1012-01']","[['GEC1102-G13', '12:00', '13:15'], ['GED1665-G00', '16:30', '17:45'], ['GEC1403-G24', '13:30', '14:45'], ['GED1717-G03', '9:00', '11:45'], ['EDU3106-G01', '11:00', '12:50']]"
1233,최윤재,2012426150,건축학과,7,4,"['GEC2001-G01', 'SPACE471-00', 'APHY1100-03', 'GE3001-00', 'KO2105-00', 'EDU3342-G00', 'SM327-00', 'PM1019-14', 'VID2008-01', 'GEC1105-G10', 'SPACE322-00', 'LA315-00', 'IS2512-00', 'GED1957-G01', 'PM2023-09', 'GEN302-00', 'GEB1101-G02', 'GEE1344-G02', 'CSE302-03', 'AR211-02', 'GEC2001-G39', 'RU2103-00', 'GED1819-G00', 'GEE1127-G01']","[['GED1945-G00', '12:00', '13:15'], ['GEE1665-G00', '15:00', '16:50'], ['GEC1403-G07', '12:00', '13:15'], ['GED1717-G01', '16:30', '17:45'], ['GEB1101-G01', '9:00', '10:15']]"
1234,강세린,2017637943,건축학과,6,3,"['GEE1956-G02', 'DC401-00', 'GEC1105-G32', 'AR501-00', 'KO1102-00', 'GED1540-G00', 'GEC1104-G11', 'GEC1104-G42', 'NE303-00', 'GEE1958-G00', 'ME211-04', 'PM1019-13']","[['GED1517-G00', '12:00', '13:15'], ['GED1208-G01', '12:00', '14:45'], ['GEC1105-G48', '12:00', '14:45'], ['GEE1958-G00', '9:00', '10:15'], ['GEC2001-G34', '9:00', '11:45'], ['GEE1652-G00', '10:30', '12:20']]"
1235,윤정원,2017653801,건축학과,7,4,"['GEC1104-G23', 'CHI201-00', 'PM2023-18', 'GED1202-G00', 'SWCON254-00', 'GED1202-G01', 'APCH1101-06', 'CHE332-01', 'GED1665-G00', 'PM1014-01', 'APHY1000-10', 'ID4014-01', 'GEN324-00', 'AT301-00', 'AR352-00', 'ESP328-00', 'FD103-03', 'SM424-00', 'APCH4105-00', 'JP475-00']","[['GEC1102-G38', '10:30', '11:45'], ['GEE1613-G00', '15:00', '16:50'], ['GEC2001-G29', '15:00', '16:15'], ['GEB1102-G07', '10:30', '11:45'], ['EDU3106-G00', '9:00', '10:50']]"
1236,최혜윤,2014361265,건축학과,8,4,"['AMTH1002-07', 'AE201-00', 'DC201-01', 'GED1721-G00', 'EE202-05', 'ME335-02', 'SC301-01', 'GEC1105-G27', 'EE341-00', 'FR1013-01', 'AE251-02', 'APCH2201-01', 'AMIE396-03', 'GEE1332-G06', 'PM1019-01', 'VID4023-00', 'PM1012-01', 'CPE401-02', 'CPE401-01', 'SPACE412-00', 'FSB304-00', 'FSB401-00', 'GEC0103-G11', 'GED1737-G00']","[['GEC1102-G15', '12:00', '13:15'], ['GED1656-G00', '18:00', '20:25'], ['EDU3171-G00', '18:00', '20:25'], ['GEC1403-G25', '13:30', '14:45'], ['GED1987-G00', '15:00', '16:15']]"
1237,최우주,2018764455,건축학과,7,4,"['ELC104-01', 'APCH2303-00', 'GED1119-G00', 'AMIE475-00', 'GED1966-G00', 'ME231-02', 'AMTH1002-00', 'EE209-04', 'KO3202-00', 'SPACE312-01', 'IS2503-00', 'GEC1403-G29', 'AR251-00', 'CSE308-00', 'APCH4401-00', 'KO4201-00']","[['GEC1104-G25', '15:00', '17:45'], ['GED1356-G01', '13:30', '16:15'], ['GEC1104-G33', '12:00', '14:45'], ['GEC2001-G33', '16:30', '17:45'], ['GED1208-G00', '9:00', '11:45']]"
1238,한예슬,2011165709,건축학과,5,3,"['APCH3401-00', 'ESP309-00', 'EE212-00', 'AMIE201-00', 'APHY1002-02', 'ME312-04', 'CSE204-01', 'GEB1301-G01', 'GEC0103-G05', 'EE211-00', 'CHE332-01', 'GED1959-G02', 'NE413-00', 'VID3015-00', 'BME204-00', 'PM1012-01', 'TC427-00', 'CPE401-14']","[['IPE303-00', '10:30', '11:45'], ['GED1961-G01', '10:30', '11:45'], ['GEC1105-G39', '15:00', '16:15'], ['GED1528-G00', '9:00', '10:15']]"
1239,조태은,2014184733,건축학과,8,4,"['GEE1959-G00', 'GEE1648-G01', 'GEN302-00', 'GED1984-G00', 'AMTH1002-14', 'SPACE211-00', 'CE474-00', 'EE497-03', 'APCH1121-06', 'EE422-00', 'AR311-03', 'IPE503-00', 'EE321-02', 'PM1014-01', 'FD105-02', 'CSE302-02', 'GED1358-G00', 'CPE301-04', 'EE207-03', 'CHE257-01', 'EDU3103-G00', 'EDU3131-G00', 'TK307-01', 'CPE108-02']","[['GEC1403-G12', '15:00', '16:15'], ['GEE1345-G01', '9:00', '11:45'], ['GEB1102-G04', '15:00', '16:15'], ['GED1710-G00', '10:30', '11:45'], ['EDU3121-G00', '13:30', '14:45']]"
1240,정건호,2021990543,건축학과,1,1,"['APCH3607-00', 'EE368-00', 'GED1860-G00', 'CPE108-02', 'GEC1105-G06']","[['GEC1102-G18', '13:30', '14:45'], ['GED1353-G00', '12:00', '13:15'], ['GEB1102-G05', '15:00', '16:15'], ['GEC1403-G35', '12:00', '14:45'], ['IPE108-00', '9:00', '11:45'], ['GED1860-G00', '9:00', '10:15']]"
1241,강환희,2017453754,건축학과,5,3,"['GED1459-G00', 'PM1019-02', 'JP211-00', 'GEE1630-G01', 'SM327-00', 'ENV281-00', 'ME331-03', 'SWCON341-00', 'IS3520-00', 'TC313-01', 'ELC344-00', 'GEC2001-G35']","[['EDU3101-G00', '15:30', '17:20'], ['GED1865-G00', '12:00', '13:15'], ['GEC1102-G07', '10:30', '11:45'], ['EDU3105-G00', '13:30', '15:20']]"
1242,최서준,2021199594,건축학과,2,1,"['CHI302-00', 'ME252-02', 'AR311-02', 'IS3404-00']","[['GEB1301-G01', '12:00', '14:45'], ['GEC1105-G20', '9:00', '10:15'], ['GEE1330-G04', '18:00', '20:00'], ['GED1958-G00', '15:00', '16:15'], ['GED1432-G01', '16:30', '17:45']]"
1243,정주형,2019410308,건축학과,4,2,"['DC205-01', 'AMTH1002-14', 'SPACE471-00', 'IS4205-00', 'ESP431-00', 'EDU2101-G00', 'GEC1102-G39', 'CDG3253-00', 'ME252-02', 'FT3039-00']","[['GEE1630-G01', '9:00', '10:50'], ['GEC1105-G20', '9:00', '10:15'], ['GED1861-G00', '12:00', '13:15'], ['GEC1403-G01', '9:00', '10:15'], ['GEE1956-G03', '16:30', '17:45'], ['GEB1301-G01', '12:00', '14:45']]"
1244,강시안,2021240331,건축학과,2,1,"['GEC2001-G28', 'APHY1002-17', 'JP211-02', 'PM3029-00', 'AE251-02', 'EE321-00']","[['GEC2001-G32', '16:30', '17:45'], ['GEC1403-G32', '16:30', '17:45'], ['GED1868-G00', '9:00', '11:45'], ['GED1995-G00', '15:00', '16:15'], ['GEC1102-G39', '12:00', '13:15']]"
1245,한서은,2021278271,건축학과,1,1,"['GEC0103-G05', 'SC202-01', 'ELC104-01', 'AMIE331-02', 'GED1119-G00', 'LA420-00']","[['GEC1403-G32', '16:30', '17:45'], ['GEC1105-G25', '10:30', '11:45'], ['GEC1104-G14', '12:00', '14:45'], ['GED1657-G00', '15:00', '17:45'], ['GED1206-G00', '15:00', '16:15']]"
1246,박은채,2021279810,건축학과,2,1,"['SM208-01', 'SM102-00', 'ME305-02', 'EE201-02', 'EDU2107-G01', 'GEC1102-G46']","[['GEC1104-G39', '9:00', '11:45'], ['EDU2101-G01', '9:00', '10:50'], ['GEC1102-G49', '15:00', '16:15'], ['GEC1403-G26', '13:30', '14:45']]"
1247,임해윤,2019316268,건축학과,5,3,"['ELC201-00', 'GEC1403-G09', 'HBT329-00', 'APHY1000-05', 'SM312-00', 'RU2101-00', 'ME301-02', 'CE375-01', 'GED1820-G00', 'FD111-01', 'ID3012-00', 'ESP309-00', 'GEC1105-G16', 'AMTH1002-02', 'GEC1403-G12', 'AE302-00', 'FSB394-00', 'GEC2001-G14']","[['GEC1102-G11', '10:30', '11:45'], ['GEE1953-G01', '15:00', '16:15'], ['GED1240-G00', '10:30', '11:45'], ['GED1721-G00', '10:30', '11:45']]"
1248,정선유,2019353259,건축학과,6,3,"['GED1947-G01', 'NE412-00', 'EE341-00', 'GEC1105-G12', 'PM3016-01', 'GEE1330-G03', 'VID4020-00', 'NE311-00', 'GEC1102-G26', 'FR3016-00', 'CHE452-00', 'GEB1102-G00']","[['GED1466-G00', '15:00', '16:15'], ['GEC1403-G04', '10:30', '11:45'], ['GEC1403-G24', '13:30', '14:45'], ['GEC1105-G28', '12:00', '13:15'], ['GEC2001-G00', '9:00', '10:15']]"
1249,박효진,2018560951,건축학과,8,4,"['CE475-00', 'CDG0267-00', 'CSE428-00', 'PE107-02', 'FT1075-00', 'CE100-00', 'GI303-01', 'AR455-00', 'GEN308-00', 'IS2304-00', 'GEN208-00', 'DC201-00', 'IE414-00', 'FD110-00', 'LA422-00', 'CHI211-00', 'GED1212-G00', 'GEC1105-G26', 'ME205-02', 'CHI103-00', 'FSB402-00', 'IPE303-00', 'GEC1104-G16', 'PM1019-00']","[['GED1419-G01', '12:00', '14:45'], ['GEC1403-G38', '18:00', '20:25'], ['GEC1102-G32', '9:00', '10:15'], ['GEC1102-G00', '9:00', '11:45'], ['GEE1959-G01', '9:00', '11:45']]"
1250,강하율,2012516148,건축학과,3,2,"['HBT209-00', 'CE100-00', 'TC316-00', 'GI303-01', 'LA425-00', 'EE203-01', 'GI308-00', 'VID2002-01', 'HBT302-00', 'AMTH1004-10', 'APCH1101-06', 'PM1019-04']","[['GEC1102-G47', '13:30', '14:45'], ['GEB1101-G01', '9:00', '10:15'], ['GED1356-G00', '10:30', '13:15'], ['GEB1101-G02', '12:00', '13:15']]"
1251,조유민,2015452899,건축학과,5,3,"['TC202-01', 'CSE301-02', 'PM1019-15', 'GEE1267-G00', 'EE209-04', 'PM2019-01', 'FR2013-00', 'CHE257-01', 'SM2011-00', 'EE497-04', 'GEB1102-G06', 'TK201-01', 'AE473-00', 'EE201-03', 'GEC1105-G07', 'PM1019-07', 'PM2026-00', 'EE497-02']","[['GED1202-G01', '10:30', '11:45'], ['GEB1202-G06', '13:30', '14:45'], ['GEB1102-G01', '10:30', '11:45'], ['GEC1403-G29', '15:00', '16:15'], ['GEC1105-G11', '12:00', '13:15'], ['GEC2001-G20', '9:00', '10:15']]"
1252,서지환,2012666175,건축학과,4,2,"['GEC1105-G14', 'EDU3105-G00', 'PM1016-00', 'AMTH1009-02', 'BME412-05', 'GED1957-G01', 'JP113-01', 'ME252-02', 'FD111-02', 'GEE1332-G04', 'JP331-00', 'APCH1101-08']","[['GED1119-G01', '13:00', '15:45'], ['GEB1102-G04', '15:00', '16:15'], ['GEE1959-G00', '10:30', '11:45'], ['GED1957-G02', '13:30', '14:45'], ['GED1609-G01', '9:00', '11:45']]"
1253,조서안,2014823147,건축학과,3,2,"['CPE301-02', 'ID3014-00', 'PAM329-00', 'ESP309-01', 'CA3011-00', 'ME251-01', 'GEC2001-G01', 'APCH1101-07']","[['GEC1403-G10', '13:30', '14:45'], ['GEC0103-G06', '13:30', '14:45'], ['GEC1105-G49', '15:00', '17:45'], ['GEC1101-G01', '16:30', '17:45'], ['EDU2103-G04', '11:00', '12:50'], ['GED1961-G01', '10:30', '11:45']]"
1254,이주찬,2015713458,건축학과,7,4,"['VID2007-01', 'PM1016-00', 'CSE327-00', 'GED1650-G00', 'CE301-01', 'ESP333-00', 'AR111-03', 'GED1105-G00', 'IS2510-00', 'CDG3262-00', 'PE301-01', 'RU2101-01', 'AMTH1004-06', 'ELC251-00', 'PM1019-15', 'EDU2107-G00']","[['GEC1403-G08', '12:00', '13:15'], ['GED1721-G00', '10:30', '11:45'], ['GEB1101-G01', '9:00', '10:15'], ['GED1217-G00', '13:30', '14:45'], ['GEC2001-G11', '13:30', '14:45'], ['GEC1104-G14', '12:00', '14:45']]"
1255,조성진,2019126110,건축학과,5,3,"['AE473-00', 'VID3009-00', 'EDU4104-G01', 'SC108-01', 'SC209-01', 'CPE201-11', 'GEC1104-G23', 'IS3002-00', 'AMTH4012-00', 'PM1019-03', 'SM327-03', 'GED1664-G00', 'GEC1102-G00', 'AR271-00', 'TK314-00', 'GEC1104-G17', 'SC206-01', 'CPE201-02']","[['GEC1102-G40', '12:00', '13:15'], ['GEC1105-G07', '12:00', '13:15'], ['GEC1102-G45', '13:30', '14:45'], ['GEC1102-G30', '9:00', '10:15'], ['GEC1403-G30', '15:00', '16:15']]"
1256,이은솔,2021762294,건축학과,1,1,"['IE207-01', 'GEC1104-G30', 'EE321-00', 'AE211-03', 'AMTH1002-11']","[['GEC2001-G03', '10:30', '11:45'], ['GEE1615-G00', '10:30', '12:20'], ['GEE1608-G00', '12:00', '13:50'], ['GED1717-G00', '13:30', '14:45']]"
1257,이가을,2021542788,건축학과,1,1,"['FT4057-00', 'APHY4200-00', 'GEC1102-G38', 'RU1103-00', 'OMB213-00', 'GED1242-G00']","[['GED1962-G00', '13:30', '14:45'], ['GED1957-G01', '16:30', '17:45'], ['GEE1613-G00', '15:00', '16:50'], ['GED1540-G00', '13:30', '14:45'], ['GEC1102-G11', '10:30', '11:45']]"
1258,이희연,2021051663,건축학과,2,1,"['NE221-00', 'SWCON253-01', 'GEC1105-G17', 'GED1540-G00', 'FSB361-00', 'CPE301-12']","[['GED1958-G00', '15:00', '16:15'], ['GEC1104-G43', '15:00', '17:45'], ['GEC2001-G01', '9:00', '10:15'], ['GEE1345-G00', '12:00', '14:45'], ['GED1108-G00', '16:30', '17:45'], ['GED1508-G00', '13:30', '14:45']]"
1259,임동민,2016312495,건축학과,7,4,"['TK310-01', 'GEC1403-G35', 'IS3406-00', 'ME479-04', 'NE311-00', 'GEC1102-G20', 'CSE223-00', 'GEC1105-G25', 'OMB401-00', 'RU1103-00', 'TK105-01', 'PM3022-17', 'AE352-00', 'AMTH1002-01', 'EE211-03', 'AR511-02', 'ME335-02', 'APHY1002-13', 'GED1736-G00', 'DC205-00']","[['GEB1202-G00', '9:00', '10:15'], ['GEE1959-G00', '10:30', '11:45'], ['GED1860-G00', '9:00', '10:15'], ['EDU2103-G04', '11:00', '12:50'], ['GED1240-G01', '13:30', '14:45'], ['GEE1667-G01', '9:00', '10:50']]"
1260,한준휘,2011729718,건축학과,8,4,"['FD105-00', 'BME314-00', 'IS3513-01', 'FDA301-00', 'CHE456-00', 'CPE401-10', 'AMIE202-02', 'GED1437-G00', 'AMTH1002-07', 'GEC0103-G07', 'EE341-01', 'FT3043-00', 'APCH3501-00', 'CHE232-04', 'CA1007-01', 'ME312-01', 'SPACE203-00', 'SM426-00', 'AMTH1009-03', 'FD105-01', 'AMTH1002-13', 'ME251-02', 'AE103-00', 'VID4023-00']","[['GEE1954-G01', '18:00', '20:25'], ['GEC1102-G28', '16:30', '17:45'], ['EDU3171-G00', '18:00', '20:25'], ['GEE1657-G01', '18:00', '20:25'], ['GEC1104-G14', '12:00', '14:45'], ['GEC1105-G29', '12:00', '13:15']]"
1261,임혜원,2021541850,건축학과,2,1,"['GED1735-G00', 'ESP334-00', 'ME315-01', 'ME331-01', 'ME252-01', 'AMTH1005-01']","[['GEC1101-G00', '10:30', '11:45'], ['GEE1332-G06', '9:00', '9:50'], ['GED1873-G00', '10:30', '11:45'], ['GEC1104-G32', '12:00', '14:45'], ['GEC1105-G16', '15:00', '16:15'], ['GED1945-G00', '12:00', '13:15']]"
1262,김혜빈,2012462311,건축학과,3,2,"['GED1717-G02', 'RU1101-02', 'FR2041-00', 'GEC1105-G11', 'APCH2201-01', 'GEC1105-G47', 'CE351-01', 'CA2006-01', 'GEC1102-G25', 'CSE438-00', 'APCH1101-01', 'CSE405-00']","[['GEC1403-G08', '12:00', '13:15'], ['GEC1105-G29', '12:00', '13:15'], ['GED1801-G00', '13:30', '14:45'], ['GEC2001-G26', '12:00', '13:15'], ['GEB1102-G00', '9:00', '10:15']]"
1263,박윤서,2011534069,건축학과,8,4,"['NE443-00', 'APHY1002-22', 'APHY1004-00', 'CE378-02', 'GED1123-G00', 'AMTH1002-17', 'TC209-00', 'PE400-00', 'ESP101-01', 'ESP438-00', 'CE202-02', 'GED1509-G00', 'CHI107-00', 'GEN305-01', 'ME275-02', 'CHI415-00']","[['GED1717-G02', '10:30', '11:45'], ['GED1103-G00', '12:00', '14:45'], ['GEC1403-G31', '16:30', '17:45'], ['GED1540-G00', '13:30', '14:45'], ['GED1541-G00', '15:00', '16:15'], ['GED1337-G00', '13:30', '14:45']]"
1264,최우재,2018794449,건축학과,5,3,"['APCH2303-01', 'EE201-01', 'RU1301-00', 'FD112-00', 'TK102-02', 'GEC0103-G01', 'GEC1102-G17', 'CPE301-03', 'ME305-02', 'GED1215-G00', 'AR371-00', 'CHI203-01', 'PM2023-05', 'AMIE321-00', 'TK308-02']","[['GEC1105-G15', '15:00', '16:15'], ['GEC1403-G00', '9:00', '10:15'], ['GED1242-G00', '16:30', '17:45'], ['GEC1102-G12', '12:00', '13:15'], ['GEC1105-G30', '13:30', '14:45']]"
1265,조나예,2013592237,건축학과,8,4,"['GEC1105-G25', 'AR111-03', 'GEC1105-G21', 'AR111-01', 'CSE308-00', 'EDU3343-G00', 'AR411-01', 'GED1947-G01', 'GEC1403-G07', 'CHI105-01', 'FT2069-00', 'SPACE411-00', 'FT3041-00', 'CHI105-01', 'CA4001-01', 'CSE201-02', 'PE213-01', 'CA1007-01', 'GEC1104-G21', 'GEC1105-G34', 'ENV379-00', 'GEE1613-G00', 'IE407-00', 'ID4019-00']","[['GEC1105-G04', '10:30', '11:45'], ['GEE1956-G06', '16:30', '17:45'], ['GED1959-G02', '16:30', '17:45'], ['GED1466-G00', '15:00', '16:15'], ['GEC1403-G27', '15:00', '16:15'], ['GEC2001-G02', '10:30', '11:45']]"
1266,임시윤,2012702293,건축학과,8,4,"['GEC1104-G43', 'GEC1104-G30', 'PAM311-00', 'BME412-07', 'GEN403-00', 'AMIE331-02', 'IS3002-00', 'ELC356-00', 'FD105-02', 'EDU3104-G00', 'SPACE212-00', 'APCH3606-00', 'FSB271-00', 'GED1738-G00', 'CA4001-01', 'PM2023-10', 'PM4025-19', 'EE211-00', 'BME316-00', 'BME412-06', 'CHE332-01', 'IE423-03', 'AR271-00', 'APCH2301-01']","[['GEC1105-G51', '15:00', '17:45'], ['GEC1403-G04', '10:30', '11:45'], ['GED1733-G00', '12:00', '14:45'], ['EDU3106-G00', '9:00', '10:50']]"
1267,박성윤,2018530982,건축학과,6,3,"['ME202-04', 'FT3082-00', 'GEC1104-G31', 'GEE1956-G01', 'BME412-07', 'GEC2001-G24', 'CPE101-01', 'AMTH1004-10', 'FT4072-00', 'EE422-00', 'GED1459-G00', 'EE213-01', 'CPE201-07', 'PM4025-07', 'GEE1265-G00', 'AMTH1002-00', 'EE497-01', 'LA316-00']","[['GED1717-G02', '10:30', '11:45'], ['GEC2001-G04', '10:30', '11:45'], ['GEE1344-G02', '9:00', '11:45'], ['GEC0103-G00', '16:30', '17:45'], ['GED1650-G00', '10:30', '11:45']]"
1268,서아람,2021273736,건축학과,1,1,"['SM316-01', 'EE210-00', 'EE211-03', 'SC201-01']","[['EDU4103-G01', '11:00', '12:50'], ['GED1419-G01', '12:00', '14:45'], ['GEC2001-G02', '10:30', '11:45'], ['GEC1105-G49', '15:00', '17:45']]"
1269,한서린,2014424194,건축학과,7,4,"['EDU3137-G00', 'PM4020-00', 'ESP438-00', 'CHI209-00', 'FR2013-01', 'GEC1105-G22', 'TC208-00', 'GEE1127-G00', 'ELC203-01', 'CA2019-00', 'AMTH1009-18', 'AE271-01', 'GED1542-G00', 'GEC1104-G01', 'GEC1104-G03', 'GEE1344-G02', 'GED1419-G00', 'NE413-00', 'GEN306-02', 'GED1235-G00', 'GEE1633-G01', 'IE411-00', 'GEC1104-G08', 'IS3002-00']","[['GEE1667-G00', '9:00', '10:50'], ['GEC1104-G15', '12:00', '14:45'], ['GEC1403-G38', '18:00', '20:25'], ['GEC1104-G43', '15:00', '17:45']]"
1270,강가은,2021068555,건축학과,2,1,"['IE306-00', 'SPACE412-00', 'GEC1102-G20', 'IS2517-00']","[['GED1717-G02', '10:30', '11:45'], ['GEC1403-G31', '16:30', '17:45'], ['GEB1102-G05', '15:00', '16:15'], ['GEE1330-G04', '18:00', '20:00'], ['EDU4104-G00', '13:30', '15:20']]"
1271,최수진,2018151443,건축학과,3,2,"['AE251-02', 'APCH4204-00', 'ENV491-01', 'ME231-01', 'AMIE202-02', 'SWCON221-00', 'KO3102-00', 'ID4014-00']","[['GED1865-G00', '12:00', '13:15'], ['GEC0103-G04', '16:30', '17:45'], ['GED1958-G00', '15:00', '16:15'], ['GED1737-G00', '12:00', '14:45'], ['GEC1102-G06', '9:00', '10:15'], ['GED1363-G00', '13:30', '14:45']]"
1272,강민솔,2014657975,건축학과,5,3,"['ID2013-01', 'FT3082-00', 'CPE401-04', 'APHY2107-00', 'CSE301-02', 'HBT401-00', 'AMTH1002-13', 'PM3022-16', 'KO1101-00', 'PE403-00', 'PM2023-10', 'HBT302-00']","[['GEE1642-G00', '13:00', '14:50'], ['GED1202-G01', '10:30', '11:45'], ['GED1305-G00', '12:00', '14:45'], ['GEE1345-G01', '9:00', '11:45']]"
1273,박도빈,2021173870,건축학과,1,1,"['APHY1002-05', 'FD105-00', 'KO2201-00', 'AR271-00']","[['GEC0103-G06', '13:30', '14:45'], ['GEC1102-G32', '9:00', '10:15'], ['GEC1102-G54', '16:30', '17:45'], ['GEC1105-G01', '9:00', '10:15'], ['GEC1403-G10', '13:30', '14:45'], ['GEC1102-G44', '13:30', '14:45']]"
1274,강하음,2017641366,건축학과,8,4,"['GEE1954-G01', 'FR2022-00', 'APCH1101-10', 'FD101-00', 'CE485-02', 'CPE401-01', 'GED1736-G00', 'JP273-00', 'FR3011-01', 'GEE1644-G00', 'CSE327-00', 'AR311-03', 'ME477-01', 'GED1993-G00', 'AMTH1002-07', 'GEC1105-G15', 'IS4401-00', 'FR1011-00', 'ELC201-00', 'GEC1105-G25', 'NE351-00', 'FT2076-00', 'SPACE471-00', 'GED1419-G01']","[['GED1305-G00', '12:00', '14:45'], ['GEE1960-G01', '9:00', '10:15'], ['GEC1102-G25', '15:00', '16:15'], ['GEE1193-G00', '15:00', '17:45'], ['GEC2001-G03', '10:30', '11:45'], ['GEC1403-G01', '9:00', '10:15']]"
1275,장하늬,2015310956,건축학과,4,2,"['GED1305-G00', 'TK306-02', 'CHI201-01', 'DC202-00', 'EE213-00', 'PM1018-00', 'EDU2101-G01', 'GED1861-G00']","[['GED1663-G00', '15:00', '17:45'], ['EDU3106-G01', '11:00', '12:50'], ['GEE1961-G01', '10:30', '11:45'], ['GEC1105-G51', '15:00', '17:45'], ['GEC1104-G12', '12:00', '14:45'], ['GED1965-G00', '13:30', '14:45']]"
